0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,3,-1,-3,-2,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,3.0,3.0,-3.0,-1.0,-2.0,-2.0
0.30,3.0,2.10,2.70,-3.0,-0.10,-2.0,-1.00
